,batsman_name,batting_order,runs_scored,balls_faced,num_fours,num_sixes,num_dots,num_out,caught,not out,leg before wicket,bowled,hit wicket,run out,stumped,retired not out (hurt),num_innings,team,average,runs_per_inning,strike_rate,impact,prop_dot,balls_per_six,balls_per_boundary,prop_run_boundary,prop_run_six
1718,Rob Nicol,3.0,10.0,15,1,0,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,New Zealand,10.0,10.0,66.6666666667,666.666666667,60.0,inf,15.0,40.0,0.0
1719,Rob Nicol,4.0,0.0,1,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,New Zealand,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1720,Rob Nicol,8.0,2.0,2,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,New Zealand,2.0,2.0,100.0,200.0,50.0,inf,inf,0.0,0.0
1721,Rob Taylor,5.0,30.0,27,1,2,11,2.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.333333333333,0.0,0.0,3,Scotland,15.0,10.0,111.111111111,1111.11111111,40.7407407407,13.5,9.0,53.3333333333,40.0
1722,Rob Taylor,6.0,41.0,19,4,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,41.0,41.0,215.789473684,8847.36842105,10.5263157895,9.5,3.16666666667,68.2926829268,29.2682926829
1723,Rob Taylor,8.0,14.0,12,1,0,2,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Scotland,14.0,7.0,116.666666667,816.666666667,16.6666666667,inf,12.0,28.5714285714,0.0
1724,Robin Peterson,1.0,34.0,27,3,2,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,South Africa,34.0,34.0,125.925925926,4281.48148148,44.4444444444,13.5,5.4,70.5882352941,35.2941176471
1725,Robin Peterson,6.0,0.0,1,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1726,Robin Peterson,7.0,49.0,35,8,0,13,3.0,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0,4,South Africa,16.3333333333,12.25,140.0,1715.0,37.1428571429,inf,4.375,65.306122449,0.0
1727,Robin Peterson,8.0,30.0,40,1,0,17,3.0,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0,5,South Africa,10.0,6.0,75.0,450.0,42.5,inf,40.0,13.3333333333,0.0
1728,Robin Peterson,9.0,11.0,11,1,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,11.0,11.0,100.0,1100.0,36.3636363636,inf,11.0,36.3636363636,0.0
1729,Robin Uthappa,1.0,19.0,22,1,0,8,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,India,19.0,9.5,86.3636363636,820.454545455,36.3636363636,inf,22.0,21.0526315789,0.0
1730,Robin Uthappa,3.0,214.0,174,24,5,71,6.0,0.5,0.25,0.0,0.125,0.0,0.125,0.0,0.0,8,India,35.6666666667,26.75,122.988505747,3289.94252874,40.8045977011,34.8,6.0,58.8785046729,14.0186915888
1731,Robin Uthappa,4.0,16.0,19,1,1,12,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,India,8.0,8.0,84.2105263158,673.684210526,63.1578947368,19.0,9.5,62.5,37.5
1732,Rodney Trott,8.0,10.0,26,0,0,17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,Bermuda,5.0,5.0,38.4615384615,192.307692308,65.3846153846,inf,inf,0.0,0.0
1733,Roelof van der Merwe,4.0,0.0,6,0,0,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,South Africa,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1734,Roelof van der Merwe,5.0,48.0,30,2,4,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,48.0,48.0,160.0,7680.0,40.0,7.5,5.0,66.6666666667,50.0
1735,Roelof van der Merwe,6.0,65.0,47,3,3,10,2.0,0.333333333333,0.333333333333,0.0,0.333333333333,0.0,0.0,0.0,0.0,3,South Africa,32.5,21.6666666667,138.29787234,2996.45390071,21.2765957447,15.6666666667,7.83333333333,46.1538461538,27.6923076923
1736,Roelof van der Merwe,8.0,3.0,10,0,0,7,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,South Africa,3.0,1.5,30.0,45.0,70.0,inf,inf,0.0,0.0
1737,Roelof van der Merwe,9.0,6.0,5,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,South Africa,6.0,3.0,120.0,360.0,20.0,inf,inf,0.0,0.0
1738,Roger Telemachus,10.0,5.0,3,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,5.0,5.0,166.666666667,833.333333333,0.0,inf,inf,0.0,0.0
1739,Rohan Mustafa,1.0,138.0,121,14,7,67,8.0,0.625,0.0,0.125,0.0,0.0,0.25,0.0,0.0,8,United Arab Emirates,17.25,17.25,114.049586777,1967.3553719,55.3719008264,17.2857142857,5.7619047619,71.0144927536,30.4347826087
1740,Rohan Mustafa,2.0,41.0,31,4,2,13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,United Arab Emirates,41.0,41.0,132.258064516,5422.58064516,41.935483871,15.5,5.16666666667,68.2926829268,29.2682926829
1741,Rohan Mustafa,5.0,4.0,8,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,United Arab Emirates,4.0,4.0,50.0,200.0,50.0,inf,inf,0.0,0.0
1742,Rohan Mustafa,6.0,20.0,14,2,0,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,United Arab Emirates,20.0,20.0,142.857142857,2857.14285714,21.4285714286,inf,7.0,40.0,0.0
1743,Rohan Mustafa,7.0,26.0,30,1,0,12,2.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.333333333333,0.0,0.0,3,United Arab Emirates,13.0,8.66666666667,86.6666666667,751.111111111,40.0,inf,30.0,15.3846153846,0.0
1744,Rohit Sharma,1.0,618.0,485,57,21,180,15.0,0.647058823529,0.117647058824,0.117647058824,0.0588235294118,0.0,0.0588235294118,0.0,0.0,17,India,41.2,36.3529411765,127.422680412,4632.18920558,37.1134020619,23.0952380952,6.21794871795,57.2815533981,20.3883495146
1745,Rohit Sharma,2.0,146.0,123,15,3,50,4.0,0.333333333333,0.333333333333,0.0,0.333333333333,0.0,0.0,0.0,0.0,6,India,36.5,24.3333333333,118.699186992,2888.34688347,40.6504065041,41.0,6.83333333333,53.4246575342,12.3287671233
1746,Rohit Sharma,3.0,53.0,34,5,2,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,India,53.0,53.0,155.882352941,8261.76470588,23.5294117647,17.0,4.85714285714,60.3773584906,22.641509434
1747,Rohit Sharma,4.0,181.0,140,13,8,53,4.0,0.333333333333,0.333333333333,0.166666666667,0.0,0.0,0.0,0.166666666667,0.0,6,India,45.25,30.1666666667,129.285714286,3900.11904762,37.8571428571,17.5,6.66666666667,55.2486187845,26.5193370166
1748,Rohit Sharma,5.0,87.0,79,9,3,36,6.0,0.0,0.142857142857,0.0,0.571428571429,0.0,0.142857142857,0.142857142857,0.0,7,India,14.5,12.4285714286,110.126582278,1368.71609403,45.5696202532,26.3333333333,6.58333333333,62.0689655172,20.6896551724
1749,Rohit Sharma,6.0,72.0,59,2,4,20,2.0,0.2,0.6,0.0,0.2,0.0,0.0,0.0,0.0,5,India,36.0,14.4,122.033898305,1757.28813559,33.8983050847,14.75,9.83333333333,44.4444444444,33.3333333333
1750,Rohit Sharma,7.0,7.0,5,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,India,7.0,2.33333333333,140.0,326.666666667,20.0,inf,5.0,57.1428571429,0.0
1751,Ronnie Hira,9.0,20.0,11,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,New Zealand,20.0,20.0,181.818181818,3636.36363636,18.1818181818,11.0,3.66666666667,70.0,30.0
1752,Ronnie Hira,10.0,17.0,23,2,0,14,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,New Zealand,8.5,8.5,73.9130434783,628.260869565,60.8695652174,inf,11.5,47.0588235294,0.0
1753,Rony Talukdar,7.0,21.0,22,0,1,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Bangladesh,21.0,21.0,95.4545454545,2004.54545455,31.8181818182,22.0,22.0,28.5714285714,28.5714285714
1754,Rory Kleinveldt,7.0,3.0,3,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,3.0,3.0,100.0,300.0,0.0,inf,inf,0.0,0.0
1755,Rory Kleinveldt,9.0,22.0,8,1,3,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,22.0,22.0,275.0,6050.0,50.0,2.66666666667,2.0,100.0,81.8181818182
1756,Rory McCann,9.0,1.0,2,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Ireland,1.0,1.0,50.0,50.0,50.0,inf,inf,0.0,0.0
1757,Ross Lyons,8.0,4.0,15,0,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Scotland,4.0,4.0,26.6666666667,106.666666667,73.3333333333,inf,inf,0.0,0.0
1758,Ross Lyons,9.0,0.0,2,0,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1759,Ross Taylor,3.0,180.0,161,15,8,74,14.0,0.416666666667,0.0,0.25,0.0833333333333,0.0,0.166666666667,0.0,0.0833333333333,12,New Zealand,12.8571428571,15.0,111.801242236,1677.01863354,45.9627329193,20.125,7.0,60.0,26.6666666667
1760,Ross Taylor,4.0,804.0,700,51,29,277,35.0,0.410256410256,0.128205128205,0.179487179487,0.153846153846,0.0,0.102564102564,0.025641025641,0.0,39,New Zealand,22.9714285714,20.6153846154,114.857142857,2367.82417582,39.5714285714,24.1379310345,8.75,47.0149253731,21.6417910448
1761,Ross Taylor,5.0,151.0,119,10,7,42,3.0,0.0,0.571428571429,0.0,0.142857142857,0.0,0.142857142857,0.0,0.142857142857,7,New Zealand,50.3333333333,21.5714285714,126.890756303,2737.21488595,35.2941176471,17.0,7.0,54.3046357616,27.8145695364
1762,Ross Taylor,6.0,26.0,11,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,New Zealand,26.0,26.0,236.363636364,6145.45454545,0.0,11.0,2.75,69.2307692308,23.0769230769
1763,Rubel Hossain,10.0,0.0,3,0,0,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Bangladesh,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1764,Rubel Hossain,11.0,8.0,10,1,0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Bangladesh,8.0,4.0,80.0,320.0,50.0,inf,10.0,50.0,0.0
1765,Runako Morton,3.0,24.0,25,3,1,15,3.0,0.333333333333,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,3,West Indies,8.0,8.0,96.0,768.0,60.0,25.0,6.25,75.0,25.0
1766,Runako Morton,5.0,12.0,18,2,0,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,West Indies,12.0,12.0,66.6666666667,800.0,66.6666666667,inf,9.0,66.6666666667,0.0
1767,Runako Morton,6.0,58.0,58,3,1,21,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,West Indies,29.0,29.0,100.0,2900.0,36.2068965517,58.0,14.5,31.0344827586,10.3448275862
1768,Runako Morton,8.0,2.0,4,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,West Indies,2.0,2.0,50.0,100.0,50.0,inf,inf,0.0,0.0
1769,Russel Arnold,6.0,7.0,8,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sri Lanka,7.0,7.0,87.5,612.5,37.5,inf,inf,0.0,0.0
1770,Rustam Bhatti,8.0,14.0,14,1,0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Canada,7.0,7.0,100.0,700.0,28.5714285714,inf,14.0,28.5714285714,0.0
1771,Rustam Bhatti,9.0,11.0,26,0,0,15,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,Canada,11.0,5.5,42.3076923077,232.692307692,57.6923076923,inf,inf,0.0,0.0
1772,Rusty Theron,9.0,30.0,18,3,1,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,South Africa,30.0,15.0,166.666666667,2500.0,33.3333333333,18.0,4.5,60.0,20.0
1773,Rusty Theron,10.0,1.0,4,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,1.0,1.0,25.0,25.0,75.0,inf,inf,0.0,0.0
1774,Ruvindu Gunasekera,1.0,61.0,69,6,2,38,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Canada,20.3333333333,20.3333333333,88.4057971014,1797.58454106,55.0724637681,34.5,8.625,59.0163934426,19.6721311475
1775,Ruvindu Gunasekera,2.0,85.0,73,9,2,32,3.0,0.666666666667,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,3,Canada,28.3333333333,28.3333333333,116.438356164,3299.08675799,43.8356164384,36.5,6.63636363636,56.4705882353,14.1176470588
1776,Ruvindu Gunasekera,3.0,56.0,54,8,0,23,4.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,Canada,14.0,28.0,103.703703704,2903.7037037,42.5925925926,inf,6.75,57.1428571429,0.0
1777,Ryan Flannigan,7.0,33.0,28,3,0,10,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Scotland,33.0,16.5,117.857142857,1944.64285714,35.7142857143,inf,9.33333333333,36.3636363636,0.0
1778,Ryan Flannigan,8.0,0.0,1,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1779,Ryan Harris,9.0,2.0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Australia,2.0,2.0,200.0,400.0,0.0,inf,inf,0.0,0.0
1780,Ryan McLaren,7.0,1.0,4,0,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,1.0,1.0,25.0,25.0,75.0,inf,inf,0.0,0.0
1781,Ryan McLaren,8.0,8.0,9,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,South Africa,8.0,2.66666666667,88.8888888889,237.037037037,33.3333333333,inf,inf,0.0,0.0
1782,Ryan Sidebottom,10.0,5.0,4,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,England,5.0,5.0,125.0,625.0,50.0,inf,4.0,80.0,0.0
1783,Ryan Watson,1.0,103.0,100,13,0,47,3.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,Scotland,34.3333333333,51.5,103.0,5304.5,47.0,inf,7.69230769231,50.4854368932,0.0
1784,Ryan Watson,2.0,56.0,44,9,1,24,6.0,0.5,0.0,0.166666666667,0.333333333333,0.0,0.0,0.0,0.0,6,Scotland,9.33333333333,9.33333333333,127.272727273,1187.87878788,54.5454545455,44.0,4.4,75.0,10.7142857143
1785,Ryan ten Doeschate,3.0,53.0,50,1,2,15,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Netherlands,26.5,53.0,106.0,5618.0,30.0,25.0,16.6666666667,30.1886792453,22.641509434
1786,Ryan ten Doeschate,4.0,21.0,15,3,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Netherlands,21.0,21.0,140.0,2940.0,26.6666666667,inf,5.0,57.1428571429,0.0
1787,Ryan ten Doeschate,5.0,111.0,88,5,4,25,3.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.0,5,Netherlands,37.0,22.2,126.136363636,2800.22727273,28.4090909091,22.0,9.77777777778,39.6396396396,21.6216216216
1788,Ryan ten Doeschate,6.0,22.0,17,2,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Netherlands,22.0,22.0,129.411764706,2847.05882353,17.6470588235,inf,8.5,36.3636363636,0.0
1789,S Badrinath,4.0,43.0,38,5,0,14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,India,43.0,43.0,113.157894737,4865.78947368,36.8421052632,inf,7.6,46.511627907,0.0
1790,Saad Nasim,5.0,44.0,54,0,1,17,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,Pakistan,22.0,22.0,81.4814814815,1792.59259259,31.4814814815,54.0,54.0,13.6363636364,13.6363636364
1791,Sabbir Rahman,3.0,325.0,262,31,10,100,9.0,0.636363636364,0.181818181818,0.0909090909091,0.0909090909091,0.0,0.0,0.0,0.0,11,Bangladesh,36.1111111111,29.5454545455,124.045801527,3664.98959056,38.1679389313,26.2,6.39024390244,56.6153846154,18.4615384615
1792,Sabbir Rahman,5.0,73.0,61,8,1,22,3.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,4,Bangladesh,24.3333333333,18.25,119.672131148,2184.01639344,36.0655737705,61.0,6.77777777778,52.0547945205,8.21917808219
1793,Sabbir Rahman,6.0,27.0,40,2,0,22,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Bangladesh,9.0,13.5,67.5,911.25,55.0,inf,20.0,29.6296296296,0.0
1794,Sachin Tendulkar,2.0,10.0,13,2,0,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,India,10.0,10.0,76.9230769231,769.230769231,76.9230769231,inf,6.5,80.0,0.0
1795,Sachithra Senanayake,8.0,3.0,4,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sri Lanka,3.0,3.0,75.0,225.0,25.0,inf,inf,0.0,0.0
1796,Sachithra Senanayake,9.0,39.0,45,2,1,21,4.0,0.428571428571,0.428571428571,0.142857142857,0.0,0.0,0.0,0.0,0.0,7,Sri Lanka,9.75,5.57142857143,86.6666666667,482.857142857,46.6666666667,45.0,15.0,35.8974358974,15.3846153846
1797,Sachithra Senanayake,10.0,1.0,4,0,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sri Lanka,1.0,1.0,25.0,25.0,75.0,inf,inf,0.0,0.0
1798,Saeed Ajmal,9.0,1.0,2,0,0,1,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,2,Pakistan,1.0,0.5,50.0,25.0,50.0,inf,inf,0.0,0.0
1799,Saeed Ajmal,10.0,75.0,74,5,2,30,7.0,0.0769230769231,0.461538461538,0.153846153846,0.230769230769,0.0,0.0769230769231,0.0,0.0,13,Pakistan,10.7142857143,5.76923076923,101.351351351,584.719334719,40.5405405405,37.0,10.5714285714,42.6666666667,16.0
1800,Saeed Ajmal,11.0,15.0,15,2,0,8,2.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,4,Pakistan,7.5,3.75,100.0,375.0,53.3333333333,inf,7.5,53.3333333333,0.0
1801,Safyaan Sharif,8.0,11.0,12,1,0,6,2.0,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3,Scotland,5.5,3.66666666667,91.6666666667,336.111111111,50.0,inf,12.0,36.3636363636,0.0
1802,Safyaan Sharif,9.0,31.0,24,3,0,5,1.0,0.333333333333,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,3,Scotland,31.0,10.3333333333,129.166666667,1334.72222222,20.8333333333,inf,8.0,38.7096774194,0.0
1803,Sagar Pun,1.0,39.0,41,5,0,20,3.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5,Nepal,13.0,7.8,95.1219512195,741.951219512,48.7804878049,inf,8.2,51.2820512821,0.0
1804,Sagar Pun,2.0,33.0,44,5,0,26,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Nepal,11.0,11.0,75.0,825.0,59.0909090909,inf,8.8,60.6060606061,0.0
1805,Sagar Pun,3.0,2.0,4,0,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Nepal,2.0,2.0,50.0,100.0,75.0,inf,inf,0.0,0.0
1806,Sajid Mahmood,9.0,0.0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,England,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1807,Sajid Mahmood,10.0,1.0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,England,1.0,1.0,100.0,100.0,0.0,inf,inf,0.0,0.0
1808,Salman Butt,1.0,230.0,243,23,4,121,12.0,0.545454545455,0.0909090909091,0.0909090909091,0.272727272727,0.0,0.0,0.0,0.0,11,Pakistan,19.1666666667,20.9090909091,94.6502057613,1979.04975683,49.7942386831,60.75,9.0,50.4347826087,10.4347826087
1809,Salman Butt,2.0,300.0,239,39,5,94,8.0,0.777777777778,0.111111111111,0.0,0.111111111111,0.0,0.0,0.0,0.0,9,Pakistan,37.5,33.3333333333,125.523012552,4184.10041841,39.3305439331,47.8,5.43181818182,62.0,10.0
1810,Salman Butt,3.0,44.0,64,4,1,38,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,Pakistan,44.0,22.0,68.75,1512.5,59.375,64.0,12.8,50.0,13.6363636364
1811,Salman Butt,4.0,21.0,29,0,0,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Pakistan,21.0,21.0,72.4137931034,1520.68965517,37.9310344828,inf,inf,0.0,0.0
1812,Sam Billings,6.0,87.0,52,7,4,15,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4,England,43.5,21.75,167.307692308,3638.94230769,28.8461538462,13.0,4.72727272727,59.7701149425,27.5862068966
1813,Sam Billings,7.0,12.0,14,2,0,8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,England,6.0,6.0,85.7142857143,514.285714286,57.1428571429,inf,7.0,66.6666666667,0.0
1814,Samit Patel,4.0,88.0,76,9,3,33,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,England,44.0,44.0,115.789473684,5094.73684211,43.4210526316,25.3333333333,6.33333333333,61.3636363636,20.4545454545
1815,Samit Patel,5.0,33.0,32,2,1,10,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,England,16.5,16.5,103.125,1701.5625,31.25,32.0,10.6666666667,42.4242424242,18.1818181818
1816,Samit Patel,6.0,40.0,43,4,0,17,3.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,4,England,13.3333333333,10.0,93.023255814,930.23255814,39.5348837209,inf,10.75,40.0,0.0
1817,Samit Patel,7.0,28.0,28,2,1,13,5.0,0.4,0.0,0.2,0.0,0.0,0.2,0.2,0.0,5,England,5.6,5.6,100.0,560.0,46.4285714286,28.0,9.33333333333,50.0,21.4285714286
1818,Samiullah Shenwari,4.0,185.0,178,14,4,69,5.0,0.571428571429,0.428571428571,0.0,0.0,0.0,0.0,0.0,0.0,7,Afghanistan,37.0,26.4285714286,103.93258427,2746.78972713,38.7640449438,44.5,9.88888888889,43.2432432432,12.972972973
1819,Samiullah Shenwari,5.0,143.0,108,13,5,36,2.0,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,4,Afghanistan,71.5,35.75,132.407407407,4733.56481481,33.3333333333,21.6,6.0,57.3426573427,20.979020979
1820,Samiullah Shenwari,6.0,78.0,50,3,6,14,3.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6,Afghanistan,26.0,13.0,156.0,2028.0,28.0,8.33333333333,5.55555555556,61.5384615385,46.1538461538
1821,Samiullah Shenwari,7.0,31.0,36,2,0,17,5.0,0.5,0.166666666667,0.0,0.166666666667,0.0,0.166666666667,0.0,0.0,6,Afghanistan,6.2,5.16666666667,86.1111111111,444.907407407,47.2222222222,inf,18.0,25.8064516129,0.0
1822,Samiullah Shenwari,8.0,80.0,70,5,2,25,6.0,0.375,0.25,0.125,0.0,0.0,0.25,0.0,0.0,8,Afghanistan,13.3333333333,10.0,114.285714286,1142.85714286,35.7142857143,35.0,10.0,40.0,15.0
1823,Samiullah Shenwari,9.0,3.0,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Afghanistan,3.0,3.0,150.0,450.0,0.0,inf,inf,0.0,0.0
1824,Samuel Badree,10.0,23.0,38,1,0,18,2.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,4,West Indies,11.5,5.75,60.5263157895,348.026315789,47.3684210526,inf,38.0,17.3913043478,0.0
1825,Samuel Badree,11.0,1.0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,West Indies,1.0,1.0,100.0,100.0,0.0,inf,inf,0.0,0.0
1826,Sanath Jayasuriya,1.0,103.0,90,10,5,46,5.0,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.0,4,Sri Lanka,20.6,25.75,114.444444444,2946.94444444,51.1111111111,18.0,6.0,67.9611650485,29.1262135922
1827,Sanath Jayasuriya,2.0,523.0,421,66,18,214,23.0,0.666666666667,0.0416666666667,0.208333333333,0.0833333333333,0.0,0.0,0.0,0.0,24,Sri Lanka,22.7391304348,21.7916666667,124.228028504,2707.13578781,50.8313539192,23.3888888889,5.0119047619,71.1281070746,20.6500956023
1828,Sanath Jayasuriya,8.0,3.0,3,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sri Lanka,3.0,3.0,100.0,300.0,33.3333333333,inf,inf,0.0,0.0
1829,Sandeep Jyoti,3.0,0.0,13,0,0,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Canada,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1830,Sandeep Jyoti,8.0,10.0,9,0,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Canada,10.0,10.0,111.111111111,1111.11111111,44.4444444444,inf,inf,0.0,0.0
1831,Sandeep Sharma,11.0,1.0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,India,1.0,1.0,100.0,100.0,0.0,inf,inf,0.0,0.0
1832,Sanjayan Thuraisingam,7.0,3.0,6,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Canada,3.0,3.0,50.0,150.0,50.0,inf,inf,0.0,0.0
1833,Sanjayan Thuraisingam,8.0,15.0,19,1,0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Canada,15.0,15.0,78.9473684211,1184.21052632,42.1052631579,inf,19.0,26.6666666667,0.0
1834,Sanju Samson,7.0,19.0,24,1,0,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,India,19.0,19.0,79.1666666667,1504.16666667,37.5,inf,24.0,21.0526315789,0.0
